"id";"extension";"name";"proto";"des";"return";"params"
"241";"ClibPDF";"cpdf_set_text_rise";"bool cpdf_set_text_rise(int pdf_document, float value)";"Sets the text rise";"bool";
"242";"ClibPDF";"cpdf_set_title";"bool cpdf_set_title(int pdf_document, string title)";"Sets the title field of the pdf document";"bool";
"243";"ClibPDF";"cpdf_set_viewer_preferences";"bool cpdf_set_viewer_preferences(int pdfdoc, array preferences)";"How to show the document in the viewer";"bool";
"244";"ClibPDF";"cpdf_set_word_spacing";"bool cpdf_set_word_spacing(int pdf_document, float space)";"Sets spacing between words";"bool";
"245";"ClibPDF";"cpdf_setdash";"bool cpdf_setdash(int pdf_document, float white, float black)";"Sets dash pattern";"bool";
"246";"ClibPDF";"cpdf_setflat";"bool cpdf_setflat(int pdf_document, float value)";"Sets flatness";"bool";
"247";"ClibPDF";"cpdf_setgray_fill";"bool cpdf_setgray_fill(int pdf_document, float value)";"Sets filling color to gray value";"bool";
"248";"ClibPDF";"cpdf_setgray_stroke";"bool cpdf_setgray_stroke(int pdf_document, float gray_value)";"Sets drawing color to gray value";"bool";
"249";"ClibPDF";"cpdf_setgray";"bool cpdf_setgray(int pdf_document, float gray_value)";"Sets drawing and filling color to gray value";"bool";
"250";"ClibPDF";"cpdf_setlinecap";"bool cpdf_setlinecap(int pdf_document, int value)";"Sets linecap parameter";"bool";
"251";"ClibPDF";"cpdf_setlinejoin";"bool cpdf_setlinejoin(int pdf_document, int value)";"Sets linejoin parameter";"bool";
"252";"ClibPDF";"cpdf_setlinewidth";"bool cpdf_setlinewidth(int pdf_document, float width)";"Sets line width";"bool";
"253";"ClibPDF";"cpdf_setmiterlimit";"bool cpdf_setmiterlimit(int pdf_document, float value)";"Sets miter limit";"bool";
"254";"ClibPDF";"cpdf_setrgbcolor_fill";"bool cpdf_setrgbcolor_fill(int pdf_document, float red_value, float green_value, float blue_value)";"Sets filling color to rgb color value";"bool";
"255";"ClibPDF";"cpdf_setrgbcolor_stroke";"bool cpdf_setrgbcolor_stroke(int pdf_document, float red_value, float green_value, float blue_value)";"Sets drawing color to rgb color value";"bool";
"256";"ClibPDF";"cpdf_setrgbcolor";"bool cpdf_setrgbcolor(int pdf_document, float red_value, float green_value, float blue_value)";"Sets drawing and filling color to rgb color value";"bool";
"257";"ClibPDF";"cpdf_show_xy";"bool cpdf_show_xy(int pdf_document, string text, float x-coor, float y-coor[, int mode])";"Output text at position";"bool";
"258";"ClibPDF";"cpdf_show";"bool cpdf_show(int pdf_document, string text)";"Output text at current position";"bool";
"259";"ClibPDF";"cpdf_stringwidth";"float cpdf_stringwidth(int pdf_document, string text)";"Returns width of text in current font";"float";
"260";"ClibPDF";"cpdf_stroke";"bool cpdf_stroke(int pdf_document)";"Draw line along path";"bool";
"261";"ClibPDF";"cpdf_text";"bool cpdf_text(int pdf_document, string text, float x-coor, float y-coor[, int mode[, float orientation[, int alignmode]]])";"Output text with parameters";"bool";
"262";"ClibPDF";"cpdf_translate";"bool cpdf_translate(int pdf_document, float x-coor, float y-coor[, int mode])";"Sets origin of coordinate system";"bool";
"263";"Crack";"crack_check";"bool crack_check([resource dictionary, string password])";"Performs an obscure check with the given password";"bool";
"264";"Crack";"crack_closedict";"bool crack_closedict([resource dictionary])";"Closes an open CrackLib dictionary";"bool";
"265";"Crack";"crack_getlastmessage";"string crack_getlastmessage()";"Returns the message from the last obscure check";"string";
"266";"Crack";"crack_opendict";"resource crack_opendict(string dictionary)";"Opens a new CrackLib dictionary";"resource";
"267";"CURL";"curl_close";"void curl_close(resource ch)";"Close a CURL session";"void";
"268";"CURL";"curl_errno";"int curl_errno(resource ch)";"Return the last error number";"int";
"269";"CURL";"curl_error";"string curl_error(resource ch)";"Return a string containing the last error for the current session";"string";
"270";"CURL";"curl_exec";"mixed curl_exec(resource ch)";"Perform a CURL session";"mixed";
"271";"CURL";"curl_getinfo";"string curl_getinfo(resource ch[, int opt])";"Get information regarding a specific transfer";"string";
"272";"CURL";"curl_init";"resource curl_init([string url])";"Initialize a CURL session";"resource";
"273";"CURL";"curl_multi_add_handle";"int curl_multi_add_handle(resource mh, resource ch)";"Add a normal cURL handle to a cURL multi handle";"int";
"274";"CURL";"curl_multi_close";"void curl_multi_close(resource mh)";"Close a set of cURL handles";"void";
"275";"CURL";"curl_multi_exec";"int curl_multi_exec(resource mh)";"Run the sub-connections of the current cURL handle";"int";
"276";"CURL";"curl_multi_getcontent";"string curl_multi_getcontent(resource ch)";"Return the content of a cURL handle if CURLOPT_RETURNTRANSFER is set";"string";
"277";"CURL";"curl_multi_info_read";"array curl_multi_info_read(resource mh)";"Get information about the current transfers";"array";
"278";"CURL";"curl_multi_init";"resource curl_multi_init()";"Returns a new cURL multi handle";"resource";
"279";"CURL";"curl_multi_remove_handle";"int curl_multi_remove_handle(resource mh, resource ch)";"Remove a multi handle from a set of cURL handles";"int";
"280";"CURL";"curl_multi_select";"int curl_multi_select(resource mh[, float timeout])";"Get all the sockets associated with the cURL extension, which can then be selected";"int";
"281";"CURL";"curl_setopt";"bool curl_setopt(resource ch, string option, mixed value)";"Set an option for a CURL transfer";"bool";
"282";"CURL";"curl_version";"string curl_version()";"Return the current CURL version";"string";
"283";"Cybercash";"cybercash_base64_decode";"string cybercash_base64_decode(string inbuff)";"base64 decode data for Cybercash";"string";
"284";"Cybercash";"cybercash_base64_encode";"string cybercash_base64_encode(string inbuff)";"base64 encode data for Cybercash";"string";
"285";"Cybercash";"cybercash_decr";"array cybercash_decr(string wmk, string sk, string inbuff)";"Cybercash decrypt";"array";
"286";"Cybercash";"cybercash_encr";"array cybercash_encr(string wmk, string sk, string inbuff)";"Cybercash encrypt";"array";
"287";"Cyrus IMAP";"cyrus_authenticate";"bool cyrus_authenticate(resource connection[, string mechlist[, string service[, string user[, int minssf[, int maxssf]]]]])";"Authenticate against a Cyrus IMAP server";"bool";
"288";"Cyrus IMAP";"cyrus_bind";"bool cyrus_bind(resource connection, array callbacks)";"Bind callbacks to a Cyrus IMAP connection";"bool";
"289";"Cyrus IMAP";"cyrus_close";"bool cyrus_close(resource connection)";"Close connection to a Cyrus IMAP server";"bool";
"290";"Cyrus IMAP";"cyrus_connect";"resource cyrus_connect([string host[, string port[, int flags]]])";"Connect to a Cyrus IMAP server";"resource";
"291";"Cyrus IMAP";"cyrus_query";"bool cyrus_query(resource connection, string query)";"Send a query to a Cyrus IMAP server";"bool";
"292";"Cyrus IMAP";"cyrus_unbind";"bool cyrus_unbind(resource connection, string trigger_name)";"Unbind ...";"bool";
"293";"ctype";"ctype_alnum";"bool ctype_alnum(string text)";"Check for alphanumeric character(s)";"bool";
"294";"ctype";"ctype_alpha";"bool ctype_alpha(string text)";"Check for alphabetic character(s)";"bool";
"295";"ctype";"ctype_cntrl";"bool ctype_cntrl(string text)";"Check for control character(s)";"bool";
"296";"ctype";"ctype_digit";"bool ctype_digit(string text)";"Check for numeric character(s)";"bool";
"297";"ctype";"ctype_graph";"bool ctype_graph(string text)";"Check for any printable character(s) except space";"bool";
"298";"ctype";"ctype_lower";"bool ctype_lower(string text)";"Check for lowercase character(s)";"bool";
"299";"ctype";"ctype_print";"bool ctype_print(string text)";"Check for printable character(s)";"bool";
"300";"ctype";"ctype_punct";"bool ctype_punct(string text)";"Check for any printable character which is not whitespace or an alphanumeric character";"bool";
"301";"ctype";"ctype_space";"bool ctype_space(string text)";"Check for whitespace character(s)";"bool";
"302";"ctype";"ctype_upper";"bool ctype_upper(string text)";"Check for uppercase character(s)";"bool";
"303";"ctype";"ctype_xdigit";"bool ctype_xdigit(string text)";"Check for character(s) representing a hexadecimal digit";"bool";
"304";"dba";"dba_close";"void dba_close(resource handle)";"Close a DBA database";"void";
"305";"dba";"dba_delete";"bool dba_delete(string key, resource handle)";"Delete DBA entry specified by key";"bool";
"306";"dba";"dba_exists";"bool dba_exists(string key, resource handle)";"Check whether key exists";"bool";
"307";"dba";"dba_fetch";"string dba_fetch(string key, resource handle)string dba_fetch(string key, int skip, resource handle)";"Fetch data specified by key";"string";
"308";"dba";"dba_firstkey";"string dba_firstkey(resource handle)";"Fetch first key";"string";
"309";"dba";"dba_handlers";"array dba_handlers()";"List handlers available";"array";
"310";"dba";"dba_insert";"bool dba_insert(string key, string value, resource handle)";"Insert entry";"bool";
"311";"dba";"dba_key_split";"mixed dba_key_split(mixed key)";"Splits a key in string representation into array representation";"mixed";
"312";"dba";"dba_list";"array dba_list()";"List all open database files";"array";
"313";"dba";"dba_nextkey";"string dba_nextkey(resource handle)";"Fetch next key";"string";
"314";"dba";"dba_open";"resource dba_open(string path, string mode, string handler[,  ...])";"Open database";"resource";
"315";"dba";"dba_optimize";"bool dba_optimize(resource handle)";"Optimize database";"bool";
"316";"dba";"dba_popen";"resource dba_popen(string path, string mode, string handler[,  ...])";"Open database persistently";"resource";
"317";"dba";"dba_replace";"bool dba_replace(string key, string value, resource handle)";"Replace or insert entry";"bool";
"318";"dba";"dba_sync";"bool dba_sync(resource handle)";"Synchronize database";"bool";
"319";"Date/Time";"checkdate";"bool checkdate(int month, int day, int year)";"Validate a Gregorian date";"bool";
"320";"Date/Time";"date";"string date(string format[, int timestamp])";"Format a local time/date";"string";
"321";"Date/Time";"getdate";"array getdate([int timestamp])";"Get date/time information";"array";
"322";"Date/Time";"gettimeofday";"array gettimeofday()";"Get current time";"array";
"323";"Date/Time";"gmdate";"string gmdate(string format[, int timestamp])";"Format a GMT/UTC date/time";"string";
"324";"Date/Time";"gmmktime";"int gmmktime([int hour[, int minute[, int second[, int month[, int day[, int year[, int is_dst]]]]]]])";"Get Unix timestamp for a GMT date";"int";
"325";"Date/Time";"gmstrftime";"string gmstrftime(string format[, int timestamp])";"Format a GMT/UTC time/date according to locale settings";"string";
"326";"Date/Time";"idate";"int idate(string format[, int timestamp])";"Format a local time/date as integer";"int";
"327";"Date/Time";"localtime";"array localtime([int timestamp[, bool is_associative]])";"Get the local time";"array";
"328";"Date/Time";"microtime";"mixed microtime([bool get_as_float])";"Return current Unix timestamp with microseconds";"mixed";
"329";"Date/Time";"mktime";"int mktime([int hour[, int minute[, int second[, int month[, int day[, int year[, int is_dst]]]]]]])";"Get Unix timestamp for a date";"int";
"330";"Date/Time";"strftime";"string strftime(string format[, int timestamp])";"Format a local time/date according to locale settings";"string";
"331";"Date/Time";"strtotime";"int strtotime(string time[, int now])";"Parse about any English textual datetime description into a Unix timestamp";"int";
"332";"Date/Time";"time";"int time()";"Return current Unix timestamp";"int";
"333";"dBase";"dbase_add_record";"bool dbase_add_record(int dbase_identifier, array record)";"Add a record to a dBase database";"bool";
"334";"dBase";"dbase_close";"bool dbase_close(int dbase_identifier)";"Close a dBase database";"bool";
"335";"dBase";"dbase_create";"int dbase_create(string filename, array fields)";"Creates a dBase database";"int";
"336";"dBase";"dbase_delete_record";"bool dbase_delete_record(int dbase_identifier, int record)";"Deletes a record from a dBase database";"bool";
"337";"dBase";"dbase_get_header_info";"array dbase_get_header_info(int dbase_identifier)";"Get the header info of a dBase database";"array";
